voterid,name,category,country,gender,film1,film2,film3,film4,film5,film6,film7,film8,film9,film10,comment
b'684',b'David Flint',b'critic',b'UK',b'Male',b'4ce2b69562aa2',b'4ce2b6b995895',b'4ce2b71608532',b'4ce2b7343ecb4',b'4ce2b6bfecaeb',b'4ce2b6b049967',b'4ce2b69592ecf',b'4ce2b6b7ea720',b'4ce2b6b99fc85',b'4ce2b6b6f1d17',"b'From the opening shot to the bad trip climax, Apocalypse Now is the war film for people who hate war films, and a fitting cinematic end to a decade when the rulebook was torn up and wild excess encouraged. Everything else seems a little flat after you see this.\nMeyer\xe2\x80\x99s no-nonsense exploitation classic Faster, Pussycat, Kill! Kill! is near flawless: every line of dialogue (and voiceover) a snappy, quotable snarl of contempt; MTV-editing before MTV was ever conceived of; and a truly remarkable cast \xe2\x80\x93 has any film had a better antihero than Tura Satana? Despite Meyer\xe2\x80\x99s rep, no nudity is involved \xe2\x80\x93 instead, it\xe2\x80\x99s Girl Power run rampant. One of the few cult classics to be even better than the fans suggest.\nMade in the wake of Faces of Death, the documentary The Killing of America should be equally throwaway. Instead it\xe2\x80\x99s a devastating, compulsive and apocalyptic look at American gun culture that unsurprisingly never saw release in the US. Cynical, angry and often quite disturbing, the film mixes news footage, interviews and powerful narration (written by Leonard and Chieko Schrader and voiced by Chuck Riley) to devastating effect. A masterclass in documentary making and a fascinating historical study of American life and death in the second half of the 20th century.\nAlain Renais\xe2\x80\x99 fascinating, ambiguous puzzle of a film, Last Year At Marienbad is one of those that lodges itself into your mind and refuses to budge. It\xe2\x80\x99s a work of beauty that transcends genre and reveals something new every time.\nGodard\xe2\x80\x99s cynical study of marital collapse and artistic integrity \xe2\x80\x93 or the loss of it \xe2\x80\x93 Contempt is a deliciously multi-layered tale, loosely confessional and clearly personal. Brigitte Bardot is made into an object of desire, albeit an increasingly unobtainable one, while Jack Palance plays every Hollywood producer stereotype with relish. All Godard\xe2\x80\x99s films of this era are great, but this is the essential one.\nIn Paris, Texas, Wenders and screenwriters Sam Shepard and L.M. Kit Carson created a film that blatantly tears at the heartstrings but does so within the context of a somewhat leftfield story of madness and separation \xe2\x80\x93 the final revelations are hardly the stuff of romantic drama. Beautiful to look at, with a perfect score by Ry Cooder and with career-best performances by Harry Dean Stanton and Nastassja Kinski, it\xe2\x80\x99s a film that will have the hardest-hearted viewers blubbing unashamedly more than once.\nBu\xc3\xb1uel\xe2\x80\x99s biting social satire The Exterminating Angel is as pertinent as ever, losing none of its edge as it portrays how quickly civilisations collapse under pressure and how we are all trapped by social convention. It\xe2\x80\x99s both terrifying and hilarious.\nA masterclass in horror film making, Tobe Hooper\xe2\x80\x99s The Texas Chain Saw Massacre spends its first half building tension and the second half piling on the madness in a way that no other movie has ever come close to matching. You can almost taste the heat and the decay, and there isn\xe2\x80\x99t a second that isn\xe2\x80\x99t perfect.\nOne of a handful of \xe2\x80\x98horror\xe2\x80\x99 films that deal with a young girl\xe2\x80\x99s loss of innocence and transition into womanhood (The Company of Wolves, Lemora: A Child\xe2\x80\x99s Tale of the Supernatural), Valerie And Her Week Of Wonders is a strange, subversive, joyful, earthy fantasy with a remarkable dreamlike quality. A delight.\nWoman In The Dunes is a gorgeous, unsettling tale of obsession \xe2\x80\x93 sexual and otherwise. Minimalist in approach but utterly absorbing, this is one of those films that burns itself into your mind on first viewing and quietly alters the way you view the art of cinema.\nNarrowing down a list of the greatest films to just ten is tough \xe2\x80\x93 my original shortlist came to 23, and I could mount a passionate argument in favour of each title. But ten it is. And then the question is: do you choose the most important, the most artistically valid or the films you love? In the end, I\xe2\x80\x99ve gone with the latter, because surely cinema should speak to us on a personal level \xe2\x80\x93 although I would argue that all the above films have both artistic and historical value too. These are all films I can watch continually, spotting new things and appreciating them every bit as much as I did the first time \xe2\x80\x93 films that I will passionately defend against detractors (and some of these films have plenty of those!) and will regularly force on to partners, houseguests and work colleagues. And, in one way or another, these are all films that changed how I saw cinema \xe2\x80\x93 as an artform, as a unique viewing experience, as a taboo-confronting medium and as an emotional outlet.\nI\xe2\x80\x99m sorry to see certain directors I love (David Cronenberg, Stanley Kubrick, David Lynch) not represented, and I\xe2\x80\x99m resigned to the fact that some people will look at this list and slowly shake their heads, appalled at my taste in film. No matter, I\xe2\x80\x99ll probably do the same with theirs.'"
b'683',b'David Forgacs',b'academic',b'UK',b'Male',b'4ce2b6a439bc9',b'4ce2b6f24787d',b'4ce2b6f6c85c4',b'4ce2b6a9624ac',b'4ce2b6b41d658',b'4ce2b75c2a5c0',b'4ce2b6b7271d6',b'4ce2b6b8908e4',b'4ce2b6b9caca4',b'4ce2b6b6466ce',"b'These are all films that have stretched, for me, the possibilities of what cinema can do, and I find them amazing each time I watch them.'"
b'821',b'Ambrosio Fornet',b'critic',b'Cuba',b'Male',b'4ce2b6a68bd9d',b'4ce2b6a8be619',b'4ce2b6bfd1ebb',b'4ce2b6a7a801b',b'4ce2b6a90d39d',b'4ce2b6bbbab86',b'4ce2b6b03bb00',b'4ce2b6b2b59cc',b'4ce2b6b3ec3fe',b'4ce2b6b9efb3b',b''
b'115',b'Scott Foundas',b'critic',b'US',b'Male',b'4ce2b6fe03642',b'4ce2b6a7a801b',b'4ce2b6adac471',b'4ce2b6ab42667',b'4ce2b6ad0c120',b'4ce2b6b18603c',b'4ce2b754db651',b'4ce2b6b310bc0',b'4ce2b6b5c4f6e',b'4ce2b835b92be',"b'A fool\xe2\x80\x99s errand, as others have noted. Even as I submit this list (electronically), my jacket pockets are stuffed with scraps of hotel notepaper with dozens of other possible titles scribbled on them, not least Andrei Rublev, A Brighter Summer Day, The Killing of a Chinese Bookie, Lost, Lost, Lost and Syndromes and a Century. What do these and the other titles above have in common? Nothing except that they opened my own mind \xe2\x80\x93 and many others\xe2\x80\x99 \xe2\x80\x93 to new possibilities in cinema, and continue to do so each time I revisit them. No matter what the word \xe2\x80\x98cinema\xe2\x80\x99 connotes by the next edition of this poll, I feel sure they will remain with us, forever in the firmament.'"
b'26',b'V\xc3\xadctor Fowler Calzada',b'critic',b'Cuba',b'Male',b'4ce2b6a68bd9d',b'4ce2b6a8be619',b'4ce2b6bfd1ebb',b'4ce2b6a7b69f6',b'4ce2b7219ffd8',b'4ce2b7b9372f0',b'4ce2b752105a2',b'4ce2b6b3ec3fe',b'4ce2b6b9caca4',b'4ce2b79d52351',"b'In my opinion, Battleship Potemkin is the greatest film ever made. All of the future search of experimentalism is contained within it. The story moves ahead in a permanent tension between novelty (in terms of style and the changes in Russian life at the time) and the big frame of history in which the action takes place.\nThe seeds of naturalism and the psychological exploration of human soul are present in Greed. It is full of innovations in the areas of photography, acting and the depiction of hallucinations, violence and madness. The film was made exactly at the edge of sound, announcing it and demanding its presence.\nVertigo is the perfect example of classical film style. An incredible use of symbolism throughout the fable creates a new space of intertwining reality and fiction, truth and nightmares, and immediacy and dreams; its story is based on the meaning of love and its relation to loss. And it has a perfect script, accurate like clockwork.\nA narrative experiment in history told from three different (and opposed between them) points of view, truth and lies run along the story of Rash\xc3\xb4mon. It has a beautiful, powerful script and staging.\nThe extraordinary use of the word, the silences, the contrast of black and white, the performances hiding turbulent emotion \xe2\x80\x93 all these make The Word a great example of the art of cinema. A true lesson.\nA Clockwork Orange abounds with invention: the irreverence, the break with convention, the use of parody and the grotesque as stylistic procedures, the cult and mockery of violence, and the insertion of elements of the mass culture. It also has a superb script, spectacular staging and unforgettable performances.\nGreat cinema has to be about discovery: of new cultures, of new ways of thinking, of feeling the weight of the light, of the course of time, of colour, of a means of relating a history and even of how to perform that for the screen. I believe that Yeleen is the finest example of this.\nBlack God, White Devil combines to great effect: the explosion of popular culture; narration; hallucinations rooted in mystic delirium; a mix of syncretic religion; magic; popular fable; epic poetry; and a deep portrait of poverty, rage and the struggle of poor people in rural areas. It is popular and avant garde at the same time.\nFew works have gathered so many elements that would come to transform film narration as Breathless. Even today, we feel that Godard reinvented the art of the cinema, pushing it to the boundaries of risk and experimentation.\nIn The Pier we see the possible future of human race via a fable about images and imagination. A feast of stills with few seconds of moving image, it takes an incredible risk in a bet for dreams and freedom. All this in a beautiful circular story of love and memory told from the ruins.'"
b'716',b'Christopher Fowler',b'critic',b'UK',b'Male',b'4ce2b6b9450a5',b'4ce2b6b4b0e0c',b'4ce2b69562aa2',b'4ce2b6a66b375',b'4ce2b6a8a630e',b'4ce2b8e06111e',b'4ce2b6ad1d60d',b'4ce2b6b391ccd',b'4ce2b81789b24',b'4ce2b844ee9a9',"b'Each choice is required to be the best example of its genre and afford the most pleasure, whether flawed or not.\nI\xe2\x80\x99ve chosen 2001 for being the only sci-fi film to present space beyond all human scale \xe2\x80\x93 unknowable, inhospitable and finally incomprehensible.\nWe require autobiographical film to open an idealised window of selective memories, and Amarcord does it better than any.\nApocalypse Now is the ultimate study of war, its immeasurable depths and its most surreal horrors. It is Catch-22 for the screen.\nHugo is pure cinema from start to finish \xe2\x80\x93 a summary of Scorsese\xe2\x80\x99s obsessions and a love letter to film just as we say farewell to the process. Time will pronounce.\nLes Demoiselles De Rochefort is the only musical that might replace Singin\xe2\x80\x99 in the Rain in the poll, featuring as it does emotional joy in real locations, without guile or irony.\nAs much a coded warning of lost dreams, guilt and shame as a love story \xe2\x80\x93 Brief Encounter is gay history personified and mercifully closed.\nAnd Your Mother Too is the only film I\xe2\x80\x99ve seen that really catches the wasted freedom of being young.\nTopsy-Turvy replaces 8\xc2\xbd as the best illustration of the creative process at work. Even low comedy can prove sublime if treated seriously.\nNo finer ghost story has ever been filmed than The Innocents, or one more psychologically ambiguous. It repays further visits and has the most unnerving kiss in cinema history.\nWith more quotable lines than any other comedy, it\xe2\x80\x99s time The Producers is admitted to the pantheon. It\xe2\x80\x99s worth recalling that it opened within living memory of the Holocaust.'"
b'11',b'William Fowler',b'archivist',b'UK',b'Male',b'4ce2b698324f9',b'4ce2b6a776274',b'4ce2b6bcd3f85',b'4ce2b721f065a',b'4ce2b6ad4de53',b'1031',b'4ce2b740d3924',b'4ce2b75a9a6a3',b'4ce2b848e226c',b'4ce2b6a12b958',b''
b'697',b'Daniel Frampton',b'critic',b'UK',b'Male',b'4ce2b7a4d53a4',b'4ce2b8ab35dac',b'4ce2b86c78e77',b'4ce2b74220f91',b'4ce2b7c96db19',b'4ce2b7ab5b4e3',b'4ce2b8c3565bc',b'4ce2b872dd8ff',b'4ce2b6bf3bbfd',b'4ce2b848e226c',"b'To me a great film is simply one that fully merges its formal \xe2\x80\x98thinking\xe2\x80\x99 with the story. For instance, The Son\xe2\x80\x99s style thinks empathetically (using framing and movement) about a character trying to find his own empathy. The elliptical thinking of The Intruder allows the filmgoer to feel an idea of intrusion. The Second Circle almost seems to take place in the consciousness of the tired grieving son. Mauvais Sang and The Scent of Green Papaya think about love with colour. Silent Light and Stalker think meditatively about meditative living \xe2\x80\x93 their edits are at times profound choices. While Europa, Werkmeister Harmonies and Irreversible are just stunning feats of cinema; the latter is the most astonishingly phenomenological film of recent years, a film that breaths and pulsates through image and sound.'"
b'534',b'Ian Francis',b'programmer',b'UK',b'Male',b'4ce2b6f24787d',b'4ce2b6a83e56d',b'4ce2b71a05188',b'4ce2b6a21d217',b'4ce2b8379038e',b'4ce2b7c847246',b'4ce2b6b26aca5',b'4ce2b6955c6ba',b'4ce2b6b416bde',b'4ce2b6b7568ee',"b'After about five different versions, I took a tip from Sei Shonagon (via Sans Soleil, one that got away) and went for a list of things that quicken the heart.'"
b'388',b'Lizzie Francke',b'programmer',b'UK',b'Female',b'4ce2b7a726697',b'4ce2b6a44b82c',b'4ce2b7a39630e',b'4ce2b72b62c27',b'4ce2b6a91da80',b'4ce2b79f4707d',b'4ce2b8c7131d7',b'4ce2b73474f39',b'4ce2b82b6b26b',b'4ce2b6ba5932a',b'I decided to pick films from my lifetime.'
b'715',b'Christopher Frayling',b'critic',b'UK',b'Male',b'4ce2b6f24787d',b'4ce2b6a68bd9d',b'4ce2b6a7a801b',b'4ce2b6aea50ea',b'4ce2b74e11d41',b'4ce2b6a754af6',b'4ce2b6b39fc24',b'4ce2b6b54abdf',b'4ce2b76e98a5c',b'4ce2b6b8908e4',b''
b'190',b'Philip French',b'critic',b'UK',b'Male',b'4ce2b6efd34c7',b'4ce2b6ab6f1c7',b'4ce2b73453fda',b'4ce2b6aadb03d',b'4ce2b6b02dc27',b'4ce2b6b2b59cc',b'4ce2b6b5b6382',b'4ce2b6b727a8b',b'4ce2b6b9caca4',b'4ce2b6b6466ce',"b'Except for the Renoir, I saw all these films when they opened, and they\xe2\x80\x99ve become part of the fabric of my life. The absence of Lang, Hawks, Ozu, Mann, Tavernier, Mizoguchi, Antonioni, Donen, Welles, Wilder, Carn\xc3\xa9, Truffaut, Peckinpah, Powell, Losey, Scorsese, Leigh and a dozen others is a cause for sadness.'"
b'1013',b'Juan Carlos Fresnadillo',b'Director',b'Spain',b'Male',b'4ce2b6c010eb7',b'4ce2b69ac89d8',b'4ce2b6b9c2a9c',b'4ce2b6b995895',b'4ce2b6ab4237b',b'4ce2b735b66e4',b'4ce2b6b2b629c',b'4ce2b6bf0fd91',b'4ce2b7a49505a',b'4ce2b6b9caca4',"b'Vertigo is a masterpiece dealing with a common desire: bringing your lost loved one back from the dead.The Godfather is the best conceptual Shakespearean translation to screen ever.Paths of Glory is a painful snapshot of human absurdity and cruelty.Blade Runner is my favourite on the issue of fear of death.The exterminating angel is an eye-opening nightmare\xc2\xa0 shot with the clarity of the wisest filmmaker.\xc2\xa0\nKramer vs. Kramer is a mesmerising, heartbreaking story.The Executioner is the best cocktail of darkness and humour ever made.The Apartment is the funniest recognition of the social climber that everybody has inside.The Postman Always Rings Twice is an intense and erotic tragedy on death and love and the movie I have watched the most.The Silence of the Lambs \xe2\x80\x93 or how sometimes darkness is the most exciting and healing place\xe2\x80\xa6'"
